model,variant,benchmark,bench_key,facet,value
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,gcg,97.08
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,gptfuzzer,75.42
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,ica,98.75
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,jailbroken,92.92
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,laa,20.0
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,mousetrap,92.5
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,multilingual,98.33
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,pair,75.83
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,pasttense,87.5
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,prefill,97.5
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,race,92.5
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,redqueen,98.75
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,renellm,18.33
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,seqar,45.42
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,treeattack,79.58
Qwen3-14B,ReSo-shuffle,OpenRT,openrt,xteaming,46.25
Qwen3-14B,Base,XSTest,xstest,safe compliance,95.6
Qwen3-14B,Base,XSTest,xstest,unsafe refusal,78.5
Qwen3-14B,DPO,XSTest,xstest,safe compliance,96.0
Qwen3-14B,DPO,XSTest,xstest,unsafe refusal,80.0
Qwen3-14B,ReSo,XSTest,xstest,safe compliance,81.2
Qwen3-14B,ReSo,XSTest,xstest,unsafe refusal,85.43
Qwen3-14B,ReSo-shuffle,XSTest,xstest,safe compliance,92.8
Qwen3-14B,ReSo-shuffle,XSTest,xstest,unsafe refusal,77.5
Qwen3-14B,Base,ETHICS,ethics,dil,28.83
Qwen3-14B,Base,ETHICS,ethics,mfq,83.07
Qwen3-14B,Base,ETHICS,ethics,wvs,85.81
Qwen3-14B,DPO,ETHICS,ethics,dil,28.75
Qwen3-14B,DPO,ETHICS,ethics,mfq,85.6
Qwen3-14B,DPO,ETHICS,ethics,wvs,87.71
Qwen3-14B,ReSo,ETHICS,ethics,dil,28.42
Qwen3-14B,ReSo,ETHICS,ethics,mfq,82.4
Qwen3-14B,ReSo,ETHICS,ethics,wvs,91.52
Qwen3-14B,ReSo-shuffle,ETHICS,ethics,dil,29.24
Qwen3-14B,ReSo-shuffle,ETHICS,ethics,mfq,80.13
Qwen3-14B,ReSo-shuffle,ETHICS,ethics,wvs,85.81
Qwen3-14B,Base,FLAMES,flames,Data protection,48.44
Qwen3-14B,Base,FLAMES,flames,Fairness,75.1
Qwen3-14B,Base,FLAMES,flames,Legality,60.87
Qwen3-14B,Base,FLAMES,flames,Morality,76.62
Qwen3-14B,Base,FLAMES,flames,Safety,58.35
Qwen3-14B,DPO,FLAMES,flames,Data protection,42.22
Qwen3-14B,DPO,FLAMES,flames,Fairness,74.03
Qwen3-14B,DPO,FLAMES,flames,Legality,52.17
Qwen3-14B,DPO,FLAMES,flames,Morality,75.95
Qwen3-14B,DPO,FLAMES,flames,Safety,57.81
Qwen3-14B,ReSo,FLAMES,flames,Data protection,55.56
Qwen3-14B,ReSo,FLAMES,flames,Fairness,79.79
Qwen3-14B,ReSo,FLAMES,flames,Legality,63.77
Qwen3-14B,ReSo,FLAMES,flames,Morality,76.95
Qwen3-14B,ReSo,FLAMES,flames,Safety,60.45
Qwen3-14B,ReSo-shuffle,FLAMES,flames,Data protection,54.67
Qwen3-14B,ReSo-shuffle,FLAMES,flames,Fairness,77.91
Qwen3-14B,ReSo-shuffle,FLAMES,flames,Legality,62.32
Qwen3-14B,ReSo-shuffle,FLAMES,flames,Morality,77.28
Qwen3-14B,ReSo-shuffle,FLAMES,flames,Safety,59.75
Qwen3-14B,Base,MoReBench,morebench,ai_advisor,63.9
Qwen3-14B,Base,MoReBench,morebench,ai_agent,64.1
Qwen3-14B,Base,MoReBench,morebench,ai_risk,64.3
Qwen3-14B,Base,MoReBench,morebench,clear process,64.3
Qwen3-14B,Base,MoReBench,morebench,daily_dilemmas,62.6
Qwen3-14B,Base,MoReBench,morebench,expert_written,66.1
Qwen3-14B,Base,MoReBench,morebench,harmless outcome,86.4
Qwen3-14B,Base,MoReBench,morebench,helpful outcome,44.1
Qwen3-14B,Base,MoReBench,morebench,identifying,64.7
Qwen3-14B,Base,MoReBench,morebench,logical process,59.5
Qwen3-14B,DPO,MoReBench,morebench,ai_advisor,65.2
Qwen3-14B,DPO,MoReBench,morebench,ai_agent,64.5
Qwen3-14B,DPO,MoReBench,morebench,ai_risk,64.6
Qwen3-14B,DPO,MoReBench,morebench,clear process,68.5
Qwen3-14B,DPO,MoReBench,morebench,daily_dilemmas,64.5
Qwen3-14B,DPO,MoReBench,morebench,expert_written,66.5
Qwen3-14B,DPO,MoReBench,morebench,harmless outcome,86.2
Qwen3-14B,DPO,MoReBench,morebench,helpful outcome,46.6
Qwen3-14B,DPO,MoReBench,morebench,identifying,64.9
Qwen3-14B,DPO,MoReBench,morebench,logical process,58.8
Qwen3-14B,ReSo,MoReBench,morebench,ai_advisor,63.5
Qwen3-14B,ReSo,MoReBench,morebench,ai_agent,63.9
Qwen3-14B,ReSo,MoReBench,morebench,ai_risk,64.2
Qwen3-14B,ReSo,MoReBench,morebench,clear process,65.4
Qwen3-14B,ReSo,MoReBench,morebench,daily_dilemmas,63.0
Qwen3-14B,ReSo,MoReBench,morebench,expert_written,63.8
Qwen3-14B,ReSo,MoReBench,morebench,harmless outcome,87.4
Qwen3-14B,ReSo,MoReBench,morebench,helpful outcome,44.7
Qwen3-14B,ReSo,MoReBench,morebench,identifying,64.7
Qwen3-14B,ReSo,MoReBench,morebench,logical process,57.0
Qwen3-14B,ReSo-shuffle,MoReBench,morebench,ai_advisor,63.0
Qwen3-14B,ReSo-shuffle,MoReBench,morebench,ai_agent,65.3
Qwen3-14B,ReSo-shuffle,MoReBench,morebench,ai_risk,65.6
Qwen3-14B,ReSo-shuffle,MoReBench,morebench,clear process,65.5
Qwen3-14B,ReSo-shuffle,MoReBench,morebench,daily_dilemmas,62.0
Qwen3-14B,ReSo-shuffle,MoReBench,morebench,expert_written,64.6
Qwen3-14B,ReSo-shuffle,MoReBench,morebench,harmless outcome,87.4
Qwen3-14B,ReSo-shuffle,MoReBench,morebench,helpful outcome,43.8
Qwen3-14B,ReSo-shuffle,MoReBench,morebench,identifying,64.8
Qwen3-14B,ReSo-shuffle,MoReBench,morebench,logical process,58.1
Qwen3-14B,Base,HaluEval,halueval,dialogue,74.11
Qwen3-14B,Base,HaluEval,halueval,qa,64.32
Qwen3-14B,Base,HaluEval,halueval,summarization,71.47
Qwen3-14B,DPO,HaluEval,halueval,dialogue,74.38
Qwen3-14B,DPO,HaluEval,halueval,qa,62.99
Qwen3-14B,DPO,HaluEval,halueval,summarization,71.27
Qwen3-14B,ReSo,HaluEval,halueval,dialogue,73.8
Qwen3-14B,ReSo,HaluEval,halueval,qa,63.09
Qwen3-14B,ReSo,HaluEval,halueval,summarization,70.92
Qwen3-14B,ReSo-shuffle,HaluEval,halueval,dialogue,73.91
Qwen3-14B,ReSo-shuffle,HaluEval,halueval,qa,63.31
Qwen3-14B,ReSo-shuffle,HaluEval,halueval,summarization,71.06
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,biology,84.1
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,business,72.75
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,chemistry,70.41
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,computer science,72.2
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,economics,76.07
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,engineering,54.28
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,health,66.5
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,history,57.74
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,law,35.97
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,math,82.24
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,other,61.9
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,philosophy,60.12
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,physics,71.75
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,psychology,72.68
Qwen3-14B,Base,MMLU-Pro,mmlu-pro,total,67.26
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,biology,84.24
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,business,73.0
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,chemistry,69.61
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,computer science,72.44
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,economics,76.78
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,engineering,54.8
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,health,66.99
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,history,57.48
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,law,36.51
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,math,81.5
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,other,61.69
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,philosophy,60.32
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,physics,72.21
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,psychology,72.06
Qwen3-14B,DPO,MMLU-Pro,mmlu-pro,total,67.3
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,biology,83.4
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,business,72.12
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,chemistry,69.79
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,computer science,72.68
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,economics,75.83
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,engineering,54.9
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,health,66.01
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,history,56.96
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,law,37.6
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,math,81.27
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,other,62.45
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,philosophy,58.12
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,physics,71.75
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,psychology,71.55
Qwen3-14B,ReSo,MMLU-Pro,mmlu-pro,total,67.04
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,biology,83.12
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,business,71.36
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,chemistry,70.14
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,computer science,72.2
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,economics,77.01
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,engineering,53.56
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,health,65.4
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,history,60.1
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,law,36.78
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,math,81.64
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,other,61.58
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,philosophy,59.32
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,physics,70.21
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,psychology,72.93
Qwen3-14B,ReSo-shuffle,MMLU-Pro,mmlu-pro,total,66.9
Qwen3-32B,Base,HarmBench,harmbench,contextual,57.0
Qwen3-32B,Base,HarmBench,harmbench,standard,93.0
Qwen3-32B,DPO,HarmBench,harmbench,contextual,51.0
Qwen3-32B,DPO,HarmBench,harmbench,standard,92.5
Qwen3-32B,ReSo,HarmBench,harmbench,contextual,66.0
Qwen3-32B,ReSo,HarmBench,harmbench,standard,96.5
Qwen3-32B,ReSo-shuffle,HarmBench,harmbench,contextual,60.0
Qwen3-32B,ReSo-shuffle,HarmBench,harmbench,standard,94.0
Qwen3-32B,Base,DeceptionBench,deceptionbench,economy,68.33
Qwen3-32B,Base,DeceptionBench,deceptionbench,education,76.67
Qwen3-32B,Base,DeceptionBench,deceptionbench,entertainment,44.72
Qwen3-32B,Base,DeceptionBench,deceptionbench,healthcare,57.77
Qwen3-32B,Base,DeceptionBench,deceptionbench,social,60.0
Qwen3-32B,DPO,DeceptionBench,deceptionbench,economy,57.77
Qwen3-32B,DPO,DeceptionBench,deceptionbench,education,72.22
Qwen3-32B,DPO,DeceptionBench,deceptionbench,entertainment,33.61
Qwen3-32B,DPO,DeceptionBench,deceptionbench,healthcare,48.89
Qwen3-32B,DPO,DeceptionBench,deceptionbench,social,46.11
Qwen3-32B,ReSo,DeceptionBench,deceptionbench,economy,81.95
Qwen3-32B,ReSo,DeceptionBench,deceptionbench,education,80.27
Qwen3-32B,ReSo,DeceptionBench,deceptionbench,entertainment,68.61
Qwen3-32B,ReSo,DeceptionBench,deceptionbench,healthcare,68.88
Qwen3-32B,ReSo,DeceptionBench,deceptionbench,social,68.33
Qwen3-32B,ReSo-shuffle,DeceptionBench,deceptionbench,economy,72.22
Qwen3-32B,ReSo-shuffle,DeceptionBench,deceptionbench,education,76.67
Qwen3-32B,ReSo-shuffle,DeceptionBench,deceptionbench,entertainment,51.39
Qwen3-32B,ReSo-shuffle,DeceptionBench,deceptionbench,healthcare,57.78
Qwen3-32B,ReSo-shuffle,DeceptionBench,deceptionbench,social,62.22
Qwen3-32B,Base,OpenRT,openrt,actorattack,83.75
Qwen3-32B,Base,OpenRT,openrt,artprompt,74.58
Qwen3-32B,Base,OpenRT,openrt,autodan,75.83
Qwen3-32B,Base,OpenRT,openrt,autodan_r,71.54
Qwen3-32B,Base,OpenRT,openrt,cipherchat,90.0
Qwen3-32B,Base,OpenRT,openrt,coa,99.17
Qwen3-32B,Base,OpenRT,openrt,codeattack,65.83
Qwen3-32B,Base,OpenRT,openrt,crescendo,65.83
Qwen3-32B,Base,OpenRT,openrt,deepinception,94.17
Qwen3-32B,Base,OpenRT,openrt,drattack,43.62
Qwen3-32B,Base,OpenRT,openrt,flipattack,72.92
Qwen3-32B,Base,OpenRT,openrt,gcg,95.83
Qwen3-32B,Base,OpenRT,openrt,gptfuzzer,79.58
Qwen3-32B,Base,OpenRT,openrt,ica,100.0
Qwen3-32B,Base,OpenRT,openrt,jailbroken,82.92
Qwen3-32B,Base,OpenRT,openrt,laa,18.75
Qwen3-32B,Base,OpenRT,openrt,mousetrap,90.83
Qwen3-32B,Base,OpenRT,openrt,multilingual,100.0
Qwen3-32B,Base,OpenRT,openrt,pair,74.58
Qwen3-32B,Base,OpenRT,openrt,pasttense,85.42
Qwen3-32B,Base,OpenRT,openrt,prefill,96.25
Qwen3-32B,Base,OpenRT,openrt,race,88.33
Qwen3-32B,Base,OpenRT,openrt,redqueen,100.0
Qwen3-32B,Base,OpenRT,openrt,renellm,20.42
Qwen3-32B,Base,OpenRT,openrt,seqar,33.33
Qwen3-32B,Base,OpenRT,openrt,treeattack,72.5
Qwen3-32B,Base,OpenRT,openrt,xteaming,48.33
Qwen3-32B,DPO,OpenRT,openrt,actorattack,83.75
Qwen3-32B,DPO,OpenRT,openrt,artprompt,72.08
Qwen3-32B,DPO,OpenRT,openrt,autodan,71.25
Qwen3-32B,DPO,OpenRT,openrt,autodan_r,68.09
Qwen3-32B,DPO,OpenRT,openrt,cipherchat,87.92
Qwen3-32B,DPO,OpenRT,openrt,coa,98.33
Qwen3-32B,DPO,OpenRT,openrt,codeattack,62.92
Qwen3-32B,DPO,OpenRT,openrt,crescendo,63.33
Qwen3-32B,DPO,OpenRT,openrt,deepinception,91.67
Qwen3-32B,DPO,OpenRT,openrt,drattack,40.4
Qwen3-32B,DPO,OpenRT,openrt,flipattack,68.75
Qwen3-32B,DPO,OpenRT,openrt,gcg,95.0
Qwen3-32B,DPO,OpenRT,openrt,gptfuzzer,76.25
Qwen3-32B,DPO,OpenRT,openrt,ica,98.75
Qwen3-32B,DPO,OpenRT,openrt,jailbroken,82.92
Qwen3-32B,DPO,OpenRT,openrt,laa,15.83
Qwen3-32B,DPO,OpenRT,openrt,mousetrap,92.5
Qwen3-32B,DPO,OpenRT,openrt,multilingual,98.75
Qwen3-32B,DPO,OpenRT,openrt,pair,73.75
Qwen3-32B,DPO,OpenRT,openrt,pasttense,80.0
Qwen3-32B,DPO,OpenRT,openrt,prefill,95.0
Qwen3-32B,DPO,OpenRT,openrt,race,91.25
Qwen3-32B,DPO,OpenRT,openrt,redqueen,95.0
Qwen3-32B,DPO,OpenRT,openrt,renellm,18.33
Qwen3-32B,DPO,OpenRT,openrt,seqar,27.5
Qwen3-32B,DPO,OpenRT,openrt,treeattack,68.33
Qwen3-32B,DPO,OpenRT,openrt,xteaming,49.17
Qwen3-32B,ReSo,OpenRT,openrt,actorattack,87.5
Qwen3-32B,ReSo,OpenRT,openrt,artprompt,79.58
Qwen3-32B,ReSo,OpenRT,openrt,autodan,72.08
Qwen3-32B,ReSo,OpenRT,openrt,autodan_r,71.14
Qwen3-32B,ReSo,OpenRT,openrt,cipherchat,90.42
Qwen3-32B,ReSo,OpenRT,openrt,coa,99.17
Qwen3-32B,ReSo,OpenRT,openrt,codeattack,76.25
Qwen3-32B,ReSo,OpenRT,openrt,crescendo,66.25
Qwen3-32B,ReSo,OpenRT,openrt,deepinception,96.67
Qwen3-32B,ReSo,OpenRT,openrt,drattack,52.67
Qwen3-32B,ReSo,OpenRT,openrt,flipattack,77.08
Qwen3-32B,ReSo,OpenRT,openrt,gcg,97.92
Qwen3-32B,ReSo,OpenRT,openrt,gptfuzzer,87.08
Qwen3-32B,ReSo,OpenRT,openrt,ica,100.0
Qwen3-32B,ReSo,OpenRT,openrt,jailbroken,89.58
Qwen3-32B,ReSo,OpenRT,openrt,laa,30.83
Qwen3-32B,ReSo,OpenRT,openrt,mousetrap,89.17
Qwen3-32B,ReSo,OpenRT,openrt,multilingual,100.0
Qwen3-32B,ReSo,OpenRT,openrt,pair,77.08
Qwen3-32B,ReSo,OpenRT,openrt,pasttense,89.58
Qwen3-32B,ReSo,OpenRT,openrt,prefill,97.5
Qwen3-32B,ReSo,OpenRT,openrt,race,92.08
Qwen3-32B,ReSo,OpenRT,openrt,redqueen,99.17
Qwen3-32B,ReSo,OpenRT,openrt,renellm,15.83
Qwen3-32B,ReSo,OpenRT,openrt,seqar,47.5
Qwen3-32B,ReSo,OpenRT,openrt,treeattack,78.75
Qwen3-32B,ReSo,OpenRT,openrt,xteaming,52.08
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,actorattack,85.0
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,artprompt,78.33
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,autodan,76.67
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,autodan_r,70.95
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,cipherchat,88.33
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,coa,98.75
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,codeattack,65.42
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,crescendo,62.92
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,deepinception,92.92
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,drattack,41.72
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,flipattack,75.83
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,gcg,95.83
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,gptfuzzer,78.33
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,ica,100.0
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,jailbroken,86.25
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,laa,20.0
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,mousetrap,89.17
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,multilingual,100.0
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,pair,75.42
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,pasttense,82.08
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,prefill,97.5
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,race,90.0
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,redqueen,99.58
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,renellm,16.67
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,seqar,32.92
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,treeattack,70.83
Qwen3-32B,ReSo-shuffle,OpenRT,openrt,xteaming,48.33
Qwen3-32B,Base,XSTest,xstest,safe compliance,96.0
Qwen3-32B,Base,XSTest,xstest,unsafe refusal,77.5
Qwen3-32B,DPO,XSTest,xstest,safe compliance,96.4
Qwen3-32B,DPO,XSTest,xstest,unsafe refusal,80.0
Qwen3-32B,ReSo,XSTest,xstest,safe compliance,89.2
Qwen3-32B,ReSo,XSTest,xstest,unsafe refusal,83.5
Qwen3-32B,ReSo-shuffle,XSTest,xstest,safe compliance,96.0
Qwen3-32B,ReSo-shuffle,XSTest,xstest,unsafe refusal,78.5
Qwen3-32B,Base,ETHICS,ethics,dil,30.08
Qwen3-32B,Base,ETHICS,ethics,mfq,87.2
Qwen3-32B,Base,ETHICS,ethics,wvs,83.22
Qwen3-32B,DPO,ETHICS,ethics,dil,29.6
Qwen3-32B,DPO,ETHICS,ethics,mfq,88.0
Qwen3-32B,DPO,ETHICS,ethics,wvs,87.67
Qwen3-32B,ReSo,ETHICS,ethics,dil,30.01
Qwen3-32B,ReSo,ETHICS,ethics,mfq,88.27
Qwen3-32B,ReSo,ETHICS,ethics,wvs,89.81
Qwen3-32B,ReSo-shuffle,ETHICS,ethics,dil,29.2
Qwen3-32B,ReSo-shuffle,ETHICS,ethics,mfq,87.2
Qwen3-32B,ReSo-shuffle,ETHICS,ethics,wvs,86.95
Qwen3-32B,Base,FLAMES,flames,Data protection,52.0
Qwen3-32B,Base,FLAMES,flames,Fairness,76.31
Qwen3-32B,Base,FLAMES,flames,Legality,57.97
Qwen3-32B,Base,FLAMES,flames,Morality,76.95
Qwen3-32B,Base,FLAMES,flames,Safety,58.43
Qwen3-32B,DPO,FLAMES,flames,Data protection,49.33
Qwen3-32B,DPO,FLAMES,flames,Fairness,73.9
Qwen3-32B,DPO,FLAMES,flames,Legality,55.07
Qwen3-32B,DPO,FLAMES,flames,Morality,76.29
Qwen3-32B,DPO,FLAMES,flames,Safety,57.34
Qwen3-32B,ReSo,FLAMES,flames,Data protection,51.11
Qwen3-32B,ReSo,FLAMES,flames,Fairness,76.57
Qwen3-32B,ReSo,FLAMES,flames,Legality,60.87
Qwen3-32B,ReSo,FLAMES,flames,Morality,76.95
Qwen3-32B,ReSo,FLAMES,flames,Safety,59.44
Qwen3-32B,ReSo-shuffle,FLAMES,flames,Data protection,47.56
Qwen3-32B,ReSo-shuffle,FLAMES,flames,Fairness,75.1
Qwen3-32B,ReSo-shuffle,FLAMES,flames,Legality,59.42
Qwen3-32B,ReSo-shuffle,FLAMES,flames,Morality,76.12
Qwen3-32B,ReSo-shuffle,FLAMES,flames,Safety,59.36
Qwen3-32B,Base,MoReBench,morebench,ai_advisor,65.5
Qwen3-32B,Base,MoReBench,morebench,ai_agent,65.7
Qwen3-32B,Base,MoReBench,morebench,ai_risk,65.9
Qwen3-32B,Base,MoReBench,morebench,clear process,67.2
Qwen3-32B,Base,MoReBench,morebench,daily_dilemmas,65.4
Qwen3-32B,Base,MoReBench,morebench,expert_written,65.2
Qwen3-32B,Base,MoReBench,morebench,harmless outcome,86.3
Qwen3-32B,Base,MoReBench,morebench,helpful outcome,48.8
Qwen3-32B,Base,MoReBench,morebench,identifying,64.8
Qwen3-32B,Base,MoReBench,morebench,logical process,60.3
Qwen3-32B,DPO,MoReBench,morebench,ai_advisor,67.5
Qwen3-32B,DPO,MoReBench,morebench,ai_agent,68.5
Qwen3-32B,DPO,MoReBench,morebench,ai_risk,68.7
Qwen3-32B,DPO,MoReBench,morebench,clear process,70.8
Qwen3-32B,DPO,MoReBench,morebench,daily_dilemmas,67.9
Qwen3-32B,DPO,MoReBench,morebench,expert_written,66.3
Qwen3-32B,DPO,MoReBench,morebench,harmless outcome,87.7
Qwen3-32B,DPO,MoReBench,morebench,helpful outcome,53.4
Qwen3-32B,DPO,MoReBench,morebench,identifying,67.2
Qwen3-32B,DPO,MoReBench,morebench,logical process,61.1
Qwen3-32B,ReSo,MoReBench,morebench,ai_advisor,65.8
Qwen3-32B,ReSo,MoReBench,morebench,ai_agent,66.1
Qwen3-32B,ReSo,MoReBench,morebench,ai_risk,66.6
Qwen3-32B,ReSo,MoReBench,morebench,clear process,67.0
Qwen3-32B,ReSo,MoReBench,morebench,daily_dilemmas,65.4
Qwen3-32B,ReSo,MoReBench,morebench,expert_written,65.7
Qwen3-32B,ReSo,MoReBench,morebench,harmless outcome,86.2
Qwen3-32B,ReSo,MoReBench,morebench,helpful outcome,50.3
Qwen3-32B,ReSo,MoReBench,morebench,identifying,66.1
Qwen3-32B,ReSo,MoReBench,morebench,logical process,59.2
Qwen3-32B,ReSo-shuffle,MoReBench,morebench,ai_advisor,65.7
Qwen3-32B,ReSo-shuffle,MoReBench,morebench,ai_agent,65.5
Qwen3-32B,ReSo-shuffle,MoReBench,morebench,ai_risk,65.6
Qwen3-32B,ReSo-shuffle,MoReBench,morebench,clear process,66.5
Qwen3-32B,ReSo-shuffle,MoReBench,morebench,daily_dilemmas,66.0
Qwen3-32B,ReSo-shuffle,MoReBench,morebench,expert_written,64.9
Qwen3-32B,ReSo-shuffle,MoReBench,morebench,harmless outcome,86.0
Qwen3-32B,ReSo-shuffle,MoReBench,morebench,helpful outcome,48.7
Qwen3-32B,ReSo-shuffle,MoReBench,morebench,identifying,65.4
Qwen3-32B,ReSo-shuffle,MoReBench,morebench,logical process,60.6
Qwen3-32B,Base,HaluEval,halueval,dialogue,73.2
Qwen3-32B,Base,HaluEval,halueval,qa,65.72
Qwen3-32B,Base,HaluEval,halueval,summarization,72.31
Qwen3-32B,DPO,HaluEval,halueval,dialogue,73.47
Qwen3-32B,DPO,HaluEval,halueval,qa,66.32
Qwen3-32B,DPO,HaluEval,halueval,summarization,72.46
Qwen3-32B,ReSo,HaluEval,halueval,dialogue,73.02
Qwen3-32B,ReSo,HaluEval,halueval,qa,66.27
Qwen3-32B,ReSo,HaluEval,halueval,summarization,72.62
Qwen3-32B,ReSo-shuffle,HaluEval,halueval,dialogue,73.25
Qwen3-32B,ReSo-shuffle,HaluEval,halueval,qa,66.52
Qwen3-32B,ReSo-shuffle,HaluEval,halueval,summarization,72.0
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,biology,86.61
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,business,77.82
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,chemistry,74.29
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,computer science,75.85
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,economics,81.16
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,engineering,56.24
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,health,72.62
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,history,60.89
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,law,42.23
